Best Fitness, Average Fitness, Worst Fitness
64, 58.33, 44
64, 58.28, 42
64, 59.01, 41
64, 58.68, 40
64, 58.81, 39
64, 59.51, 43
64, 58.89, 30
64, 58.88, 44
64, 57.7, 43
64, 57.67, 40
64, 58.02, 36
64, 58.8, 41
64, 58.41, 43
64, 59.31, 40
64, 59.09, 42
64, 58.65, 45
64, 57.54, 36
64, 59.61, 44
64, 59.08, 42
64, 58.81, 37
64, 59.32, 36
64, 59.44, 39
64, 59.65, 43
64, 60.02, 45
64, 60.03, 43
64, 59.66, 40
64, 59.83, 44
64, 59.51, 40
64, 58.69, 43
64, 58.36, 39
64, 58.02, 35
64, 59.13, 41
64, 59.16, 43
64, 59.38, 40
64, 59.47, 45
64, 59.86, 44
64, 58.75, 27
64, 59.72, 42
64, 59.37, 44
64, 59.46, 46
64, 58.77, 41
64, 58.5, 43
64, 58.78, 43
64, 59.36, 43
64, 58.67, 40
64, 58.25, 40
64, 58.31, 33
64, 57.42, 40
64, 57.06, 43
64, 55.93, 32
64, 55.61, 34
64, 56.73, 42
64, 57.15, 35
64, 56.22, 42
64, 57.91, 43
64, 58.21, 27
64, 57.9, 42
64, 57.16, 35
64, 58.71, 43
64, 58.71, 42
64, 59.3, 41
64, 58.18, 36
64, 57.5, 39
64, 58.31, 39
64, 57.73, 42
64, 57.35, 41
64, 57.56, 42
64, 58.15, 43
64, 58.5, 40
64, 58.85, 46
64, 58.53, 44
64, 58.86, 39
64, 60.47, 41
64, 59.82, 45
64, 59.6, 33
64, 59.13, 25
64, 59.89, 43
64, 59.83, 35
64, 60.42, 40
64, 59.99, 42
64, 59.31, 36
64, 59.55, 43
64, 59.05, 43
64, 58.4, 40
64, 58.46, 42
64, 59.08, 42
64, 58.69, 41
64, 58.85, 43
64, 58.29, 43
64, 57.75, 42
64, 57.22, 40
64, 57.94, 36
64, 57.75, 35
64, 57.87, 42
64, 58.77, 43
64, 58.95, 40
64, 58.49, 43
