Best Fitness, Average Fitness, Worst Fitness
998.0, 988.855, 846.0
998.0, 990.775, 858.0
998.0, 988.275, 859.0
998.0, 988.815, 800.0
998.0, 990.13, 860.0
998.0, 991.8, 914.0
998.0, 989.2, 834.0
998.0, 993.735, 900.0
995.0, 987.6, 879.0
998.0, 991.425, 858.0
998.0, 988.07, 811.0
998.0, 990.4, 815.0
998.0, 991.215, 816.0
998.0, 992.9, 770.0
998.0, 993.87, 935.0
998.0, 993.03, 899.0
998.0, 991.175, 859.0
998.0, 990.765, 859.0
995.0, 985.67, 742.0
998.0, 994.025, 933.0
998.0, 994.275, 925.0
998.0, 994.39, 865.0
998.0, 993.55, 858.0
998.0, 992.25, 859.0
998.0, 993.25, 859.0
998.0, 995.18, 962.0
998.0, 994.535, 838.0
998.0, 993.6, 934.0
995.0, 989.875, 856.0
998.0, 992.71, 892.0
998.0, 992.655, 845.0
998.0, 990.895, 845.0
998.0, 989.845, 843.0
998.0, 990.035, 828.0
998.0, 988.935, 793.0
998.0, 989.26, 860.0
998.0, 991.005, 886.0
998.0, 991.605, 833.0
995.0, 984.025, 805.0
998.0, 984.155, 826.0
998.0, 991.31, 806.0
998.0, 990.305, 810.0
998.0, 992.885, 886.0
998.0, 992.625, 902.0
998.0, 993.325, 923.0
998.0, 992.03, 892.0
998.0, 993.46, 930.0
998.0, 989.61, 845.0
995.0, 987.17, 905.0
999.0, 993.02, 901.0
999.0, 992.175, 845.0
999.0, 991.06, 830.0
999.0, 992.135, 845.0
999.0, 990.15, 793.0
999.0, 992.89, 895.0
999.0, 993.15, 915.0
999.0, 994.745, 924.0
999.0, 993.355, 870.0
995.0, 989.74, 863.0
999.0, 993.18, 859.0
999.0, 993.67, 860.0
999.0, 992.68, 858.0
999.0, 991.715, 845.0
999.0, 993.78, 908.0
999.0, 994.235, 835.0
999.0, 990.07, 779.0
999.0, 994.205, 939.0
999.0, 993.215, 901.0
996.0, 986.81, 871.0
999.0, 994.94, 892.0
999.0, 994.25, 858.0
999.0, 992.22, 780.0
999.0, 990.29, 814.0
999.0, 990.735, 830.0
999.0, 992.83, 860.0
999.0, 991.405, 860.0
999.0, 991.7, 860.0
999.0, 993.135, 811.0
996.0, 990.295, 915.0
999.0, 992.47, 838.0
999.0, 992.155, 843.0
999.0, 993.795, 863.0
999.0, 992.565, 893.0
999.0, 992.225, 829.0
999.0, 990.0, 842.0
999.0, 991.73, 860.0
999.0, 991.355, 922.0
999.0, 988.195, 833.0
996.0, 985.94, 778.0
999.0, 989.975, 860.0
999.0, 992.64, 932.0
