Best Fitness, Average Fitness, Worst Fitness
298.0, 162.21, 25.0
333.0, 160.935, 29.0
419.0, 162.985, 28.0
368.0, 177.22, 60.0
366.0, 164.66, 41.0
397.0, 158.96, 30.0
359.0, 156.69, 46.0
362.0, 159.755, 64.0
398.0, 168.245, 45.0
340.0, 161.27, 35.0
447.0, 171.475, 41.0
408.0, 163.04, 40.0
353.0, 177.81, 51.0
358.0, 165.64, 29.0
386.0, 161.545, 42.0
358.0, 169.26, 27.0
348.0, 164.235, 41.0
347.0, 167.58, 60.0
384.0, 155.08, 40.0
390.0, 165.875, 44.0
354.0, 163.845, 49.0
346.0, 159.995, 39.0
338.0, 158.875, 41.0
265.0, 159.365, 40.0
283.0, 152.685, 32.0
320.0, 154.355, 40.0
271.0, 138.62, 44.0
260.0, 143.085, 46.0
297.0, 143.3, 33.0
329.0, 142.875, 39.0
404.0, 138.19, 26.0
419.0, 141.85, 32.0
342.0, 154.6, 38.0
391.0, 144.025, 35.0
379.0, 149.68, 31.0
433.0, 158.985, 36.0
359.0, 150.065, 31.0
312.0, 154.39, 31.0
347.0, 153.64, 45.0
323.0, 158.675, 36.0
329.0, 155.455, 18.0
296.0, 155.17, 37.0
320.0, 151.07, 27.0
311.0, 149.275, 43.0
391.0, 156.45, 44.0
348.0, 156.405, 30.0
445.0, 153.255, 33.0
370.0, 160.59, 33.0
392.0, 146.295, 40.0
431.0, 153.165, 49.0
356.0, 151.92, 30.0
302.0, 157.055, 52.0
277.0, 143.235, 37.0
331.0, 144.285, 44.0
313.0, 140.735, 42.0
357.0, 148.875, 30.0
287.0, 141.81, 30.0
276.0, 143.57, 52.0
292.0, 145.67, 52.0
342.0, 159.885, 52.0
380.0, 152.09, 37.0
395.0, 151.64, 24.0
315.0, 160.51, 26.0
441.0, 169.59, 39.0
433.0, 186.655, 50.0
386.0, 168.22, 25.0
342.0, 164.08, 39.0
339.0, 167.185, 47.0
347.0, 157.01, 47.0
326.0, 157.795, 39.0
409.0, 164.505, 66.0
296.0, 163.14, 54.0
353.0, 161.175, 24.0
315.0, 158.535, 56.0
324.0, 155.635, 50.0
381.0, 160.425, 55.0
293.0, 149.84, 46.0
289.0, 149.44, 52.0
355.0, 158.49, 62.0
391.0, 154.47, 50.0
429.0, 150.88, 63.0
278.0, 149.65, 45.0
328.0, 147.895, 43.0
370.0, 153.28, 43.0
360.0, 149.825, 46.0
416.0, 153.98, 39.0
356.0, 153.235, 52.0
362.0, 149.945, 43.0
385.0, 149.135, 37.0
273.0, 147.495, 44.0
276.0, 144.68, 42.0
273.0, 145.145, 41.0
309.0, 143.16, 28.0
277.0, 140.0, 28.0
353.0, 149.215, 40.0
351.0, 147.56, 39.0
350.0, 146.45, 37.0
352.0, 154.63, 29.0
335.0, 155.86, 39.0
310.0, 151.26, 52.0
282.0, 137.55, 45.0
339.0, 148.365, 28.0
311.0, 151.035, 19.0
308.0, 147.705, 44.0
303.0, 139.7, 35.0
297.0, 144.965, 36.0
250.0, 137.68, 31.0
329.0, 141.4, 34.0
318.0, 139.525, 43.0
322.0, 140.87, 43.0
328.0, 143.72, 35.0
283.0, 140.045, 44.0
303.0, 141.75, 31.0
340.0, 150.965, 46.0
312.0, 149.77, 33.0
322.0, 148.06, 37.0
400.0, 154.195, 48.0
307.0, 143.555, 40.0
298.0, 149.215, 41.0
303.0, 145.705, 50.0
345.0, 151.07, 38.0
372.0, 154.625, 38.0
391.0, 154.92, 46.0
289.0, 149.19, 47.0
323.0, 143.135, 45.0
303.0, 137.985, 33.0
321.0, 134.415, 35.0
367.0, 139.065, 36.0
305.0, 134.75, 38.0
265.0, 138.07, 33.0
296.0, 135.51, 27.0
367.0, 135.255, 30.0
301.0, 141.73, 26.0
295.0, 148.725, 32.0
294.0, 144.73, 28.0
358.0, 135.49, 34.0
394.0, 144.34, 30.0
310.0, 142.78, 35.0
312.0, 148.575, 28.0
370.0, 155.025, 51.0
312.0, 155.29, 46.0
325.0, 147.215, 31.0
314.0, 144.455, 32.0
318.0, 142.405, 43.0
285.0, 146.055, 53.0
285.0, 149.89, 24.0
290.0, 161.025, 36.0
351.0, 168.71, 23.0
374.0, 167.32, 41.0
332.0, 179.63, 50.0
365.0, 178.75, 44.0
363.0, 172.555, 52.0
331.0, 165.075, 47.0
324.0, 167.46, 32.0
338.0, 173.48, 47.0
303.0, 170.31, 29.0
307.0, 151.88, 57.0
297.0, 152.47, 57.0
294.0, 138.12, 50.0
305.0, 139.885, 39.0
299.0, 145.195, 42.0
305.0, 144.58, 42.0
273.0, 142.725, 49.0
296.0, 146.925, 44.0
373.0, 150.08, 41.0
360.0, 149.5, 44.0
337.0, 142.84, 40.0
299.0, 150.87, 39.0
312.0, 140.855, 51.0
355.0, 132.925, 28.0
313.0, 145.27, 34.0
304.0, 145.81, 44.0
314.0, 147.28, 44.0
253.0, 139.225, 33.0
312.0, 148.5, 49.0
370.0, 168.19, 32.0
372.0, 157.76, 42.0
379.0, 155.22, 47.0
438.0, 166.01, 58.0
313.0, 166.945, 47.0
403.0, 169.885, 53.0
411.0, 164.2, 42.0
322.0, 156.845, 39.0
313.0, 159.84, 46.0
341.0, 158.765, 45.0
391.0, 156.73, 32.0
255.0, 145.77, 28.0
291.0, 145.81, 43.0
277.0, 143.215, 46.0
341.0, 145.13, 31.0
305.0, 146.485, 44.0
391.0, 156.52, 52.0
343.0, 168.16, 45.0
358.0, 174.205, 41.0
325.0, 173.155, 38.0
393.0, 178.005, 52.0
304.0, 178.25, 58.0
381.0, 171.505, 32.0
390.0, 165.71, 49.0
326.0, 162.675, 45.0
291.0, 157.65, 33.0
255.0, 152.68, 46.0
290.0, 146.68, 24.0
308.0, 155.99, 43.0
328.0, 156.73, 36.0
305.0, 159.845, 32.0
309.0, 152.875, 35.0
297.0, 147.41, 39.0
257.0, 140.97, 34.0
216.0, 128.075, 42.0
